inter_id,user_id,book_id,借阅时间,还书时间,续借时间,续借次数
663,1302,388,2021-10-11 10:21:24,2021-11-1415:06:24,2021-11-0314:50:13,1
13341,599,7494,2024-12-01 19:18:05,,2024-12-2116:26:18,1
5200,257,28277,2021-03-20 19:50:57,2021-04-2111:28:37,,0
8505,943,4673,2022-04-24 18:00:11,2022-05-1818:51:03,2022-05-1708:24:46,1
72694,1434,41773,2024-09-03 14:51:39,2024-11-2912:37:27,2024-10-3119:31:12,2
65487,850,36882,2021-07-23 16:23:37,2021-07-3014:53:47,,0
73910,228,42096,2020-09-27 18:16:59,2020-11-2818:06:15,2020-10-2618:02:34,1
52091,578,30226,2021-10-30 15:50:40,2022-02-1319:30:19,2021-12-2910:03:30,2
41419,890,30087,2021-04-18 09:33:55,2021-04-3010:55:09,,0
75525,198,42653,2020-10-21 16:38:19,2020-11-2321:09:23,2023-04-2410:03:40,0
88342,1318,49657,2023-11-13 09:08:26,2023-12-1111:54:19,,0
47417,310,28572,2022-02-14 09:36:35,2022-03-1618:46:28,,0
10122,778,5826,2020-08-30 09:12:46,2020-11-2612:03:42,2020-10-2219:00:14,2
63582,272,35547,2021-08-12 14:04:55,2021-08-1612:12:52,2022-08-2913:46:09,0
68769,101,39024,2021-12-25 19:25:59,2022-02-2421:03:44,2021-05-0907:27:29,0
12669,1408,38817,2023-11-14 09:57:07,2023-11-2815:47:27,,0
96481,843,54215,2021-11-24 10:59:54,2022-02-2017:42:20,2021-12-2415:57:49,1
87335,424,57266,2023-11-28 13:52:51,2023-11-2821:29:23,,0
25687,823,53854,2020-06-04 09:06:17,2020-06-1714:38:08,,0
70798,1374,40357,2023-09-26 21:58:35,2023-11-2311:16:53,,0
64259,825,43808,2020-11-11 17:43:13,2022-03-0809:24:41,2020-12-1111:45:02,1
102761,1302,58449,2020-10-27 12:27:40,2020-11-0214:33:59,,0
19287,1109,24363,2024-02-21 17:19:53,2024-03-2013:49:01,,0
96512,913,54045,2020-09-10 18:17:43,2020-09-1112:23:44,,0
62379,444,34697,2024-03-01 13:21:35,2024-05-2520:35:59,2024-04-2313:26:21,2
72532,607,41507,2022-10-16 16:05:14,2022-10-2313:06:38,,0
41626,410,25674,2023-03-03 15:11:03,2023-04-0914:57:38,,0
55478,927,31491,2020-10-17 17:40:07,2020-10-2207:58:47,,0
42296,628,38054,2023-09-02 19:53:20,2023-10-0617:00:43,,0
34310,138,21544,2022-10-07 19:39:58,2022-10-1019:55:58,2022-06-1516:42:33,0
17450,932,10169,2021-11-30 18:36:08,2022-03-2014:42:44,2022-05-1807:03:00,1
51044,629,29769,2023-10-16 20:24:11,2023-11-0621:10:46,,0
4367,575,2365,2024-05-26 20:48:50,2024-06-1621:21:24,,0
23434,259,13867,2022-02-18 21:25:17,2022-03-0118:06:35,2024-04-2716:30:05,0
69335,249,39398,2022-12-31 14:38:27,2023-02-2814:14:45,2024-09-2320:35:19,0
11129,841,6341,2021-11-30 13:15:39,2022-03-1120:27:11,2022-02-0822:28:33,2
1837,1269,38384,2023-03-25 19:51:46,2023-08-2520:25:26,2023-10-2216:15:14,2
36062,551,22771,2024-12-08 21:27:04,,,0
34407,71,28570,2021-08-10 17:33:31,2021-12-0310:33:27,2021-11-1217:05:18,2
26088,1375,56568,2023-12-27 19:57:29,2024-05-3115:48:23,2024-01-1902:04:56,1
43593,1184,25937,2024-02-18 19:05:14,2024-02-2618:11:51,,0
12496,928,7017,2021-11-22 21:10:13,2021-12-0919:03:53,,0
87715,417,49313,2023-06-04 21:56:07,2023-10-2118:34:06,,0
84425,1388,42042,2023-10-31 18:44:02,2024-02-2821:52:22,2024-09-2323:33:53,2
7683,428,4298,2023-06-23 14:37:11,2023-09-1010:36:44,2023-08-2222:58:28,1
6452,945,3598,2023-03-09 21:38:24,2023-06-0318:18:30,2023-05-0710:14:18,2
14147,385,8090,2022-02-14 11:02:32,2022-03-2814:03:45,,0
23091,306,13679,2022-04-16 21:26:46,2022-06-1019:48:23,2022-05-1508:29:00,1
102825,1202,9619,2024-03-08 11:13:17,2024-06-1215:03:23,2024-05-0518:50:01,2
90434,978,50769,2022-05-25 17:51:42,2022-06-2808:23:19,,0
64232,1371,35925,2023-06-09 17:27:08,2023-08-3017:33:02,,0
11254,533,6135,2023-06-30 16:59:00,2023-09-2617:44:13,2023-08-1818:36:23,1
23524,1052,13886,2024-09-10 20:11:13,2024-09-1813:10:24,,0
67748,500,38288,2023-06-13 18:01:59,2023-06-2114:28:38,,0
57404,248,32181,2021-03-12 18:07:49,2021-03-2309:42:16,,0
12264,912,48930,2023-06-09 16:19:47,2023-07-0317:03:35,,0
38995,20,24588,2021-05-18 12:26:26,2021-06-2415:08:13,,0
23335,339,6078,2021-11-25 09:20:05,2021-12-3109:19:38,2021-12-1610:49:08,1
808,943,477,2022-03-14 16:28:09,2022-04-2720:14:05,2022-04-0610:19:12,1
60782,976,33775,2024-01-13 21:16:04,2024-05-0419:26:12,2024-03-1615:25:35,2
42124,585,30599,2023-06-17 18:10:28,2023-09-0519:16:47,2023-08-2122:39:35,1
84944,1271,31627,2024-12-19 18:31:29,,,0
73335,313,41787,2024-01-01 12:54:58,2024-02-1912:16:44,,0
17993,1300,10479,2020-05-09 10:19:36,2020-06-0308:03:33,,0
75730,194,42605,2022-05-13 16:01:09,2022-06-2911:08:39,2022-06-1007:21:44,1
53889,290,31067,2020-12-28 21:44:03,2021-01-0521:30:03,,0
69672,5,39620,2021-11-05 13:45:26,2021-12-2711:30:10,2021-12-0207:25:31,1
19294,1111,11322,2024-04-10 14:32:41,2024-05-0314:12:45,,0
19527,932,11474,2021-12-30 10:26:57,2022-03-2315:11:50,2022-03-1918:56:49,2
50766,237,38054,2020-11-16 12:11:22,2021-01-1319:17:20,2020-12-1323:47:22,1
38165,11,23995,2021-04-25 18:10:38,2021-07-0318:34:44,2021-06-2014:33:56,2
93753,1071,49728,2023-10-25 17:20:19,2024-01-0212:46:41,2023-11-2421:01:39,1
66646,1118,37651,2023-03-16 08:31:30,2023-04-1310:30:34,,0
58341,347,32444,2020-10-08 15:42:23,2020-11-0617:10:29,2020-11-0506:57:14,1
81844,1338,45466,2021-11-15 11:49:48,2022-01-1311:35:35,,0
9127,1377,24466,2023-06-09 12:38:25,2023-08-2921:55:09,,0
48541,347,29094,2023-05-09 14:51:12,2023-06-1813:23:17,,0
14294,858,12164,2022-04-13 14:55:19,2022-06-2309:40:32,2022-06-0416:35:04,2
84244,806,33164,2021-07-15 18:43:07,2021-12-2118:36:47,2022-03-2016:14:53,2
20382,1378,12000,2023-11-28 11:46:44,2024-01-0415:40:44,2024-03-2514:30:03,1
15568,1307,9059,2024-01-21 21:49:11,2024-03-0316:58:51,2024-02-1816:58:52,1
21974,1250,12994,2024-12-05 17:48:55,2024-12-0610:03:50,,0
72081,1384,41263,2022-12-04 17:07:41,2022-12-1217:55:32,,0
89794,211,24466,2021-01-19 21:52:54,2021-03-2113:39:20,2021-03-1121:06:59,1
100359,114,24382,2021-07-09 12:55:13,2021-11-1416:27:38,2021-10-1220:00:30,1
47721,198,55546,2022-10-07 20:34:04,2023-03-0320:21:48,2022-12-0412:40:06,2
3854,619,2181,2024-11-25 17:07:09,2024-12-0823:20:01,,0
13425,301,7634,2023-10-11 19:29:38,2023-12-0318:17:55,2023-11-0809:14:27,1
74264,313,42219,2023-08-29 15:38:25,2023-09-1215:27:03,,0
11276,597,6148,2022-10-16 21:26:47,2022-11-0516:57:55,,0
79022,903,44095,2020-09-10 16:48:32,2020-11-0810:36:00,2020-10-0821:59:36,1
92955,985,52150,2023-09-09 10:29:27,2023-11-2914:09:49,2024-04-1111:58:06,1
15941,5,9290,2020-12-12 11:20:33,2020-12-2121:55:38,,0
30143,287,18547,2023-08-29 21:17:06,2023-11-2321:36:23,2023-10-2411:36:09,2
95243,806,50862,2021-01-11 19:01:52,2021-05-1919:07:48,2021-04-1215:14:09,2
98627,103,55513,2020-10-14 21:55:08,2020-10-1718:09:57,,0
3625,409,2026,2021-06-30 18:38:20,2021-11-1620:19:06,2022-09-0717:23:24,2
25012,1415,14900,2024-01-12 18:26:13,2024-01-1617:13:58,,0
12365,137,14011,2021-08-20 19:43:15,2021-11-0521:00:42,,0
38467,1271,1186,2020-05-07 15:39:29,2020-05-1415:19:35,,0
47514,25,28590,2021-08-17 13:10:36,2021-08-2610:28:52,2022-10-0410:03:00,0
25253,169,15073,2022-04-27 18:51:52,2022-06-0918:42:20,2022-05-1422:43:52,0
75738,194,43101,2021-11-14 17:52:21,2022-01-0413:20:06,2022-04-0919:23:22,2
19544,934,11482,2020-12-04 16:11:37,2020-12-1718:06:08,,0
88068,84,4982,2020-11-13 13:45:24,2020-12-1517:07:36,,0
16254,372,9499,2021-04-17 17:14:42,2021-07-1811:36:50,2021-06-1515:12:53,2
101839,1314,51181,2021-06-29 17:44:20,2021-11-1101:03:00,2021-10-1011:17:26,2
89512,912,49173,2021-04-23 12:41:28,2021-10-1218:25:34,2021-06-1419:54:30,2
16510,141,12505,2021-12-03 18:39:43,2021-12-1116:36:09,2024-12-1712:45:45,0
64470,955,36161,2022-01-08 15:24:01,2022-05-1110:07:55,,0
20056,429,11760,2021-03-07 10:34:37,2021-05-3116:40:30,2021-04-2621:23:34,2
68318,1042,38713,2024-04-23 21:19:43,2024-05-0708:36:56,,0
16195,415,9449,2023-03-07 16:00:32,2023-03-2815:34:03,2023-03-2710:45:49,1
1204,1447,712,2024-09-24 13:42:02,2024-10-1418:17:23,,0
25952,1366,15547,2023-09-18 17:02:19,2023-12-1713:57:50,2023-11-1510:03:37,2
90872,1046,51073,2023-03-09 17:29:45,2023-04-1012:15:05,,0
78836,1397,44070,2023-11-25 19:55:22,2023-11-2519:55:34,,0
28261,599,17194,2024-10-29 19:07:12,,2024-12-2714:08:18,2
66826,415,29994,2022-08-08 16:16:06,2022-10-2413:48:14,2022-10-0508:17:01,2
89342,509,50135,2022-10-16 17:10:40,2022-12-1018:36:42,2022-11-0807:19:28,1
15548,1213,9043,2024-12-15 14:46:49,2024-12-2616:23:03,,0
39527,247,24590,2021-07-14 17:06:07,2021-12-1916:42:54,2022-03-1109:04:29,2
25221,919,49933,2020-11-16 19:45:03,2021-03-2912:43:45,2021-01-1313:48:18,2
56032,311,26229,2021-10-10 21:58:57,2021-10-1118:01:32,2022-06-1518:39:14,2
86542,417,48633,2022-10-04 20:21:13,2023-05-0716:24:19,2022-12-0311:31:27,2
17567,141,10219,2021-10-30 18:27:07,2021-11-1019:13:28,2024-03-2519:56:49,0
76079,1051,25803,2023-03-08 15:54:20,2023-05-0512:13:25,,0
4865,1299,2662,2021-08-07 09:29:25,2021-08-0710:08:08,,0
75469,378,30048,2021-11-17 12:44:56,2022-02-1813:28:04,2022-03-1515:35:19,1
88578,120,33752,2021-04-02 16:19:25,2021-06-2616:03:36,2021-05-2210:59:58,2
22528,383,13417,2021-12-16 08:06:18,2022-02-1617:49:59,2022-02-1507:31:26,2
8565,1323,4824,2021-04-10 13:03:35,2021-07-0615:01:04,,0
15892,1375,1922,2022-11-12 21:27:33,2022-12-1312:34:15,,0
87968,508,49449,2022-09-21 21:45:09,2022-12-1110:29:50,2022-11-1119:02:11,2
50564,140,29696,2020-08-12 19:04:16,2020-09-2014:13:57,2020-09-0719:00:56,1
23221,546,13730,2024-05-31 22:14:43,2024-06-0611:23:24,,0
39889,88,24629,2020-11-25 10:52:18,2020-12-1909:30:27,,0
955,19,576,2021-06-15 16:31:17,2021-07-0909:55:24,,0
86075,424,28353,2023-12-30 18:37:01,2024-01-0420:18:47,,0
44321,946,26610,2021-06-11 19:12:44,2021-06-2014:24:35,,0
60765,804,33758,2020-01-11 14:46:11,2020-11-1112:56:43,2020-10-1023:09:20,1
7495,99,4161,2020-01-14 11:40:36,2020-10-2314:18:39,2020-10-0915:33:45,1
80024,896,1967,2020-09-24 16:35:55,2020-11-2417:36:38,2020-10-2014:30:21,1
95503,250,53589,2022-05-11 19:40:09,2022-05-1120:19:20,2022-09-0912:03:16,0
97810,278,54980,2021-10-25 21:57:45,2021-11-2918:07:34,2021-11-1523:11:23,1
40220,304,24522,2022-02-22 21:14:00,2022-04-1312:11:52,2022-03-1621:03:38,1
22978,424,37828,2021-07-27 20:39:49,2021-07-2921:49:59,,0
86676,651,44878,2024-06-23 20:08:15,2024-09-0519:13:44,2024-08-2510:01:45,1
7361,886,6158,2021-06-11 18:53:46,2021-07-1712:03:26,,0
87305,197,49054,2022-04-22 16:53:11,2022-05-2918:14:53,,0
29248,1366,30744,2023-09-18 17:02:43,2023-11-2711:19:14,2023-11-1510:03:45,2
41340,777,24363,2024-04-23 13:32:23,2024-06-1711:40:06,2024-06-1711:39:31,2
18658,1331,14290,2021-04-18 14:13:05,2021-04-2021:11:06,,0
62924,965,35070,2021-03-23 13:10:35,2021-03-3015:09:56,,0
55668,1150,31562,2023-11-05 20:48:03,2024-02-2612:59:50,2023-12-2821:01:34,2
63719,447,31628,2024-05-07 13:22:30,2024-05-0718:19:31,,0
80716,126,45023,2021-10-28 22:00:38,2021-12-0918:56:35,2021-06-0708:47:41,0
1438,330,24339,2021-04-14 21:27:11,2021-06-2420:54:10,2021-05-1113:58:11,1
96092,1041,53671,2024-10-29 17:35:05,,2024-11-2910:11:18,1
23604,1375,50420,2023-08-18 20:29:36,2023-09-1316:09:34,2023-09-1001:02:32,1
66880,517,37802,2021-12-03 09:17:07,2021-12-2621:38:38,,0
1186,1133,703,2024-02-20 14:30:04,2024-02-2014:31:15,,0
96823,1070,54410,2023-10-10 16:17:35,2023-12-2614:47:34,2023-12-0310:58:17,2
12660,1088,7151,2023-02-09 17:38:52,2023-02-2411:23:07,,0
50856,362,29769,2021-07-06 19:56:43,2021-08-0411:07:08,,0
6435,945,1367,2022-09-09 10:10:56,2022-11-0913:22:18,2022-10-0711:47:40,1
77622,180,43507,2023-09-27 20:33:35,2023-10-2520:14:38,,0
76247,313,42893,2022-04-23 21:43:07,2022-05-0620:47:24,,0
13024,469,7416,2024-01-08 19:59:12,2024-04-0921:33:42,2024-02-1819:00:21,1
26827,733,16255,2024-07-09 15:59:26,2024-10-2416:40:52,2024-09-2211:19:19,2
72754,182,24672,2021-04-02 16:36:52,2021-06-1516:33:51,2021-05-0714:43:36,1
41327,606,25163,2022-09-24 15:37:38,2022-10-2311:24:15,,0
88163,329,38062,2023-09-11 21:58:40,2023-10-1312:49:42,2023-11-2210:41:14,1
39798,784,24588,2020-08-27 09:17:55,2020-09-1318:00:55,,0
79171,851,52386,2020-10-25 15:55:05,2020-11-1119:05:24,,0
4381,629,2367,2024-02-20 17:02:38,2024-04-1512:42:08,2024-03-1910:45:33,1
13427,562,7628,2024-06-02 21:56:21,2024-06-0717:56:13,,0
73482,70,41873,2022-05-17 12:11:40,2022-06-2117:33:49,,0
77533,1121,43460,2023-11-02 12:06:47,2024-01-0311:22:10,2023-12-2420:32:29,2
15400,402,30069,2023-03-24 10:51:17,2023-05-0614:04:15,2023-04-1715:32:05,1
60384,1321,33512,2020-12-23 17:50:17,2021-01-0815:16:41,,0
8387,1088,4718,2024-01-15 22:02:17,2024-01-2719:09:04,,0
45245,218,33871,2021-06-02 18:15:40,2021-08-0421:30:34,2021-07-0223:40:35,1
100101,960,56557,2023-02-22 21:09:30,2023-04-0216:05:39,2023-03-2117:37:56,1
35207,489,22155,2024-12-12 20:23:26,2024-12-1220:23:35,,0
1518,955,868,2022-12-23 16:51:32,2023-04-1814:32:29,,0
84506,1383,47341,2024-07-16 11:02:56,2024-08-2913:24:57,,0
16475,785,9635,2020-09-06 17:49:25,2021-01-2208:25:54,2021-01-0209:12:25,2
89914,383,50514,2024-03-04 15:50:03,2024-05-2910:13:48,2024-04-2911:55:53,2
6114,586,3415,2024-12-23 18:19:25,,,0
69150,940,39269,2020-11-02 17:51:21,2020-12-0717:10:22,2020-12-0117:27:06,1
6977,439,3879,2022-11-24 17:49:29,2023-02-2008:37:54,,0
31266,1197,19395,2024-03-22 10:46:52,2024-03-2210:47:21,,0
61219,959,34017,2021-04-16 16:20:08,2021-06-2121:10:24,2021-06-0722:59:12,2
8818,957,4936,2021-03-01 11:17:09,2021-05-0708:45:09,2021-03-3008:03:49,1
71011,243,40544,2023-05-09 17:15:40,2023-05-1709:07:33,2023-02-2223:47:38,0
57074,1094,32101,2023-08-25 19:59:07,2023-11-0815:55:51,2023-10-1716:32:10,2
58469,470,32484,2024-08-29 17:09:33,2024-11-1016:07:44,2024-09-2713:04:53,1
64395,254,36107,2022-11-20 21:30:26,2022-12-1308:16:40,,0
94184,192,52883,2020-09-13 21:07:39,2020-09-2516:13:09,,0
7326,1363,4077,2023-09-25 13:18:11,2023-11-3013:48:20,2023-10-2512:48:40,1
57058,1036,32075,2024-12-04 13:27:15,,,0
77387,362,32257,2022-11-13 17:40:19,2022-12-1018:34:47,2024-03-2222:25:51,2
62012,959,34474,2020-10-20 13:28:21,2020-10-2309:34:15,,0
34828,563,21875,2023-04-27 21:55:29,2023-06-2309:20:26,2023-05-2603:14:14,1
70779,650,40370,2024-08-17 19:58:23,2024-09-2318:59:13,,0
20604,429,12134,2021-05-31 17:19:41,2021-07-1309:10:43,,0
65350,279,31624,2023-03-23 16:09:51,2023-05-1521:15:48,2023-04-2021:25:25,1
2298,1302,1338,2020-01-10 14:54:09,2020-04-2213:55:06,2020-03-2321:35:12,2
88325,1070,57951,2024-02-26 12:56:22,2024-04-2315:08:56,2024-04-1710:51:22,2
65746,438,37106,2023-05-27 16:23:14,2023-05-2818:43:47,,0
66012,32,31602,2020-10-28 12:54:56,2020-10-3016:56:16,,0
62101,880,34530,2021-12-17 09:12:44,2021-12-2816:13:34,,0
67580,392,38171,2021-06-20 21:52:06,2021-06-2121:20:59,,0
102576,1263,24410,2020-09-23 16:53:11,2020-12-2108:35:18,2020-11-1610:06:10,2
95305,851,52838,2020-08-28 09:43:10,2020-09-2409:56:12,,0
87254,120,49017,2021-04-01 10:50:07,2021-04-2315:36:59,,0
91328,1072,51371,2023-06-12 18:29:28,2023-06-2310:01:14,,0
100029,902,56524,2022-06-05 15:16:22,2022-08-1916:27:05,2022-08-1517:31:45,2
73077,1079,41716,2023-06-29 17:35:58,2023-08-2718:12:40,2023-07-2020:02:19,1
48659,455,28422,2023-06-22 16:19:12,2023-08-2010:33:02,,0
4803,957,39126,2021-04-28 11:21:38,2021-05-3019:20:04,,0
15237,1331,8806,2022-02-19 16:41:14,2022-03-1216:16:55,,0
77373,306,43334,2022-09-19 14:04:28,2022-10-2220:02:30,2022-10-1409:05:50,1
1042,180,627,2020-12-31 10:05:08,2021-03-2019:18:35,,0
7760,469,27362,2024-01-08 19:59:08,2024-04-0921:33:35,2024-02-1819:00:39,1
10352,59,5945,2021-05-07 15:09:45,2021-07-1109:17:49,2021-07-0508:04:14,2
101947,811,57846,2021-03-17 14:47:02,2021-06-0815:36:47,2021-05-0808:41:38,2
62900,442,35053,2022-03-02 10:32:15,2022-03-1817:17:04,,0
63357,1345,35380,2023-04-07 13:03:54,2023-08-2916:07:40,2023-06-0523:01:56,2
70725,563,28362,2022-11-23 21:56:20,2022-11-2421:54:54,,0
21749,1414,37121,2023-12-21 09:03:04,2024-04-0921:57:13,2024-02-1820:56:28,2
19848,1331,11644,2021-10-29 08:31:14,2021-10-2918:25:25,,0
10165,914,9106,2024-04-23 19:04:21,2024-08-2518:41:13,2024-06-1912:49:55,2
719,271,425,2022-11-04 12:21:45,2022-12-0518:23:40,,0
14366,283,8037,2022-02-15 16:42:28,2022-04-0313:45:35,2022-03-1311:39:53,1
38094,32,28441,2020-09-18 17:08:31,2020-09-2016:44:45,,0
10599,729,6987,2024-02-27 12:53:24,2024-05-1710:49:44,2024-04-2309:44:45,2
39376,170,24473,2020-08-23 17:59:49,2020-08-2414:09:11,,0
41470,217,24355,2023-02-24 21:04:50,2023-03-1414:25:06,,0
96075,982,53947,2022-11-16 14:46:49,2022-12-1210:21:28,,0
8356,700,4695,2024-09-16 11:23:24,2024-09-1616:16:45,,0
45147,12,27104,2022-05-12 13:31:25,2022-06-0916:24:41,,0
73895,180,42090,2024-02-29 21:12:45,2024-03-0721:09:51,,0
18849,1299,24185,2020-01-14 11:20:01,2020-04-2415:21:28,2020-03-2321:52:00,1
55642,1043,31851,2023-06-27 11:17:17,2023-10-2511:43:22,2023-11-2310:02:49,1
36476,311,23606,2023-02-15 13:32:38,2023-02-2510:55:47,,0
70431,16,40154,2022-05-31 18:29:01,2022-06-1714:09:09,,0
81130,1079,45205,2023-02-19 21:40:09,2023-02-2321:54:42,,0
70312,798,40063,2020-12-22 16:29:38,2021-04-2514:36:21,2021-03-1808:01:21,2
44476,1277,24493,2021-03-22 10:43:24,2021-06-0914:41:53,2021-05-2123:28:12,2
71688,1428,57047,2024-04-10 17:51:14,2024-05-1319:36:54,,0
102667,1271,1461,2021-10-22 17:06:13,2022-01-0711:14:47,2024-11-2010:38:40,2
10119,504,5967,2023-09-24 18:03:48,2023-09-2418:04:09,,0
6040,239,3358,2023-04-22 17:18:53,2023-06-1912:10:25,2023-05-2200:37:59,1
23389,1206,13854,2024-04-14 13:06:29,2024-04-2817:11:38,,0
78212,204,43811,2021-12-25 18:21:53,2022-05-0211:11:54,2022-03-1811:39:30,2
81954,840,45616,2021-04-21 13:46:20,2021-06-0213:40:59,2021-05-1511:43:12,1
